0.01218,3.0393e-08
0.024631,3.2419e-07
0.15425,2.5418e-06
0.27556,5.0494e-06
0.38014,8.0106e-06
0.5182,1.1424e-05
0.6186,1.5539e-05
0.74829,2.1137e-05
0.87798,2.7747e-05
0.97839,3.5573e-05
1.0997,4.5606e-05
1.2294,5.8469e-05
1.3507,7.5852e-05
1.4679,9.6101e-05
1.5012,0.0038134
1.5849,0.0038131
1.7104,0.0040934
1.8234,0.004191
1.9531,0.0043938
2.0451,0.0064928
2.1539,0.007053
2.2794,0.0074822
2.3924,0.0076608
2.5137,0.0084208
2.6476,0.0088281
2.7396,0.0094771
2.8275,0.0099359
2.9781,0.011316
2.8024,0.010667
2.6894,0.0099369
2.5848,0.0089336
2.4551,0.0081274
2.3296,0.007571
2.1999,0.0068067
2.1079,0.0064925
1.9238,0.0057007
1.8192,0.0053736
1.6727,0.0048887
1.5598,0.0042923
1.4426,0.0036372
1.3255,0.0032315
1.2125,0.0027709
1.0786,0.0023204
0.9573,0.0019897
0.84852,0.0015705
0.71464,0.0012693
0.60168,0.0010258
0.48455,0.00074528
0.37996,0.00056772
0.25864,0.00035786
0.1206,0.00016582
0.020311,7.8255e-06
-0.00047321,3.242e-07
-0.029851,2.6655e-06
-0.13871,1.5734e-05
-0.26426,3.3168e-05
-0.40236,5.5838e-05
-0.50698,8.2526e-05
-0.61996,0.00012489
-0.7455,0.00016594
-0.87103,0.00021531
-1.0007,0.00025414
-1.097,0.00032976
-1.2225,0.00038012
-1.3397,0.00045942
-1.4736,0.00056856
-1.5907,0.00066319
-1.7079,0.00077357
-1.8292,0.00091308
-1.9548,0.0010651
-2.0803,0.0012571
-2.1933,0.0014491
-2.3146,0.0017104
-2.4192,0.0019484
-2.5489,0.002246
-2.6661,0.0025585
-2.7874,0.0030199
-2.8669,0.0031293
-2.9213,0.0033997
-3.0217,0.0038272
-2.7958,0.0029844
-2.7749,0.0079706
-2.6452,0.009406
-2.5281,0.0088647
-2.4025,0.0083545
-2.277,0.007781
-2.1682,0.0073332
-2.0427,0.006514
-1.9255,0.005925
-1.8084,0.0054534
-1.6745,0.0047872
-1.5657,0.0044062
-1.4527,0.003914
-1.323,0.003316
-1.2017,0.0028428
-1.0929,0.0024372
-0.97573,0.0020648
-0.8502,0.0017288
-0.73303,0.0013167
-0.59495,0.0010514
-0.4987,0.00078203
-0.3648,0.00054824
-0.23926,0.00034962
-0.12208,0.00017597
0.011923,1.2713e-05
0.020355,2.7946e-06
0.016285,1.9488e-07
