0.017732,1.0962e-07
0.052422,5.6239e-07
0.096072,1.0256e-06
0.13316,1.8133e-06
0.17467,2.6954e-06
0.19603,3.7255e-05
0.19963,0.0018331
0.26088,0.0021402
0.30243,0.0024679
0.35273,0.0028992
0.35705,0.003903
0.40299,0.0043634
0.44236,0.0048181
0.4861,0.0055559
0.36141,0.0042303
0.30235,0.0035787
0.26082,0.0028457
0.19959,0.0022075
0.14492,0.0017993
0.10558,0.0013701
0.081589,0.00091034
0.044517,0.00046921
0.012309,2.094e-05
0.0086916,4.6126e-07
0.011139,1.2562e-07
-0.043808,4.0751e-07
-0.083354,8.784e-07
-0.12943,1.5821e-06
-0.15359,2.4107e-06
-0.2062,3.7422e-06
-0.23034,5.393e-06
-0.27855,7.2601e-06
-0.32019,9.8343e-06
-0.35089,1.2915e-05
-0.40128,1.7279e-05
-0.44071,2.0679e-05
-0.47796,2.6492e-05
-0.52834,3.2099e-05
-0.56119,3.6558e-05
-0.60281,4.4296e-05
-0.63566,5.0762e-05
-0.6729,6.0749e-05
-0.71014,7.0049e-05
-0.74737,8.1275e-05
-0.79555,9.3138e-05
-0.85467,0.00011215
-0.95977,0.00014457
-1.0233,0.00017846
-0.92039,0.00015381
-0.83063,0.00013257
-0.68833,0.00010158
-0.64238,0.00010874
-0.61476,0.007027
-0.55784,0.0063642
-0.48341,0.0057639
-0.40896,0.0046985
-0.35423,0.0042553
-0.27976,0.0031221
-0.22938,0.0025608
-0.16367,0.0019379
-0.11984,0.0014307
-0.078179,0.00094474
-0.045213,0.00047211
-0.0031381,3.9632e-05
0.0064624,5.6587e-07
