0.15,7.28e-10
0.17,1.01e-09
0.19,1.24e-09
0.21,1.45e-09
0.23,1.61e-09
0.25,2.04e-09
0.27,2.77e-09
0.29,3.27e-09
0.31,3.93e-09
0.33,4.57e-09
0.35,5.35e-09
0.37,6.03e-09
0.39,7.07e-09
0.41,8.1e-09
0.43,9.54e-09
0.45,1.1e-08
0.47,1.24e-08
0.49,1.42e-08
0.51,1.6e-08
0.53,1.56e-08
0.55,1.72e-08
0.57,1.95e-08
0.59,2.5e-08
0.61,2.68e-08
0.63,3.05e-08
0.65,3.41e-08
0.67,3.74e-08
0.69,4.04e-08
0.71,4.39e-08
0.73,4.98e-08
0.75,5.44e-08
0.77,6e-08
0.79,6.21e-08
0.81,6.65e-08
0.83,7.14e-08
0.85,7.81e-08
0.87,8.4e-08
0.89,8.88e-08
0.91,9.44e-08
0.93,1.08e-07
0.95,1.14e-07
0.97,1.25e-07
0.99,1.36e-07
1.01,1.44e-07
1.03,1.56e-07
1.05,1.62e-07
1.07,1.75e-07
1.09,1.78e-07
1.11,1.99e-07
1.13,2.08e-07
1.15,2.3e-07
1.17,2.36e-07
1.19,2.53e-07
1.21,2.67e-07
1.23,2.9e-07
1.25,3.21e-07
1.27,3.28e-07
1.29,3.7e-07
1.31,3.96e-07
1.33,4.15e-07
1.35,4.36e-07
1.37,4.59e-07
1.39,4.19e-07
1.41,4.66e-07
1.43,6.29e-07
1.45,6.62e-07
1.47,7.22e-07
1.49,1.13e-06
1.51,7.35e-07
1.53,1.72e-05
1.55,1.77e-05
1.55,1.78e-05
1.53,1.76e-05
1.51,1.75e-05
1.49,1.73e-05
1.47,1.7e-05
1.45,1.68e-05
1.43,1.66e-05
1.41,1.63e-05
1.39,1.6e-05
1.37,1.6e-05
1.35,1.57e-05
1.33,1.54e-05
1.31,1.53e-05
1.29,1.51e-05
1.27,1.49e-05
1.25,1.46e-05
1.23,1.44e-05
1.21,1.42e-05
1.19,1.4e-05
1.17,1.39e-05
1.15,1.35e-05
1.13,1.35e-05
1.11,1.31e-05
1.09,1.31e-05
1.07,1.25e-05
1.05,1.23e-05
1.03,1.22e-05
1.01,1.18e-05
0.99,1.17e-05
0.97,1.15e-05
0.95,1.13e-05
0.93,1.12e-05
0.91,1.09e-05
0.89,1.08e-05
0.87,1.05e-05
0.85,1.03e-05
0.83,1.02e-05
0.81,9.93e-06
0.79,9.79e-06
0.77,9.6e-06
0.75,9.45e-06
0.73,9.4e-06
0.71,9.24e-06
0.69,9.12e-06
0.67,8.97e-06
0.65,8.71e-06
0.63,8.63e-06
0.61,8.46e-06
0.59,8.3e-06
0.57,8.01e-06
0.55,7.91e-06
0.53,7.7e-06
0.51,7.48e-06
0.49,7.29e-06
0.47,7.04e-06
0.45,6.97e-06
0.43,6.74e-06
0.41,6.52e-06
0.39,6.27e-06
0.37,6.09e-06
0.35,5.22e-06
0.33,5.49e-06
0.31,4.42e-06
0.29,4.55e-06
0.27,3.68e-06
0.25,3.25e-06
0.23,2.77e-06
0.21,2.69e-06
0.19,2.09e-06
0.17,1.96e-06
0.15,1.64e-06
0.15,-4.3e-07
0.13,-2.49e-07
0.11,-3.78e-07
0.09,-2.76e-07
0.07,-2.01e-07
0.05,-1.15e-07
0.03,-2.77e-08
0.01,4.27e-08
-0.01,1.36e-07
-0.03,2.04e-07
-0.05,3.44e-07
-0.07,4.87e-07
-0.09,5.7e-07
-0.11,6.65e-07
-0.13,5.17e-07
-0.15,9.89e-07
-0.17,1.18e-06
-0.19,1.35e-06
-0.21,1.44e-06
-0.23,1.58e-06
-0.25,2.21e-06
-0.27,3.28e-06
-0.29,4.26e-06
-0.31,4.12e-06
-0.33,4.8e-06
-0.35,4.6e-06
-0.37,4.37e-06
-0.39,6.44e-06
-0.41,7.3e-06
-0.43,7.51e-06
-0.45,9.67e-06
-0.47,1.12e-05
-0.49,1.21e-05
-0.51,1.24e-05
-0.53,1.36e-05
-0.55,1.42e-05
-0.57,1.52e-05
-0.59,1.63e-05
-0.61,1.67e-05
-0.63,1.58e-05
-0.65,1.66e-05
-0.67,1.74e-05
-0.69,1.81e-05
-0.71,1.95e-05
-0.73,2.02e-05
-0.75,2.1e-05
-0.77,2.17e-05
-0.79,2.24e-05
-0.81,2.25e-05
-0.83,2.32e-05
-0.85,2.42e-05
-0.87,2.45e-05
-0.89,2.5e-05
-0.91,2.57e-05
-0.93,2.67e-05
-0.95,2.76e-05
-0.97,2.81e-05
-0.99,3.1e-05
-1.01,2.49e-05
-1.03,2.39e-05
-1.05,1.61e-05
-1.07,1.98e-05
-1.09,2.42e-06
-1.11,1.13e-06
-1.13,2.99e-06
-1.15,2.54e-06
-1.17,3.99e-06
-1.19,1.88e-06
-1.21,3.8e-06
-1.23,9.79e-07
-1.25,1.31e-06
-1.27,1.46e-06
-1.29,9.95e-07
-1.31,6.47e-07
-1.33,1.05e-06
-1.35,9.16e-07
-1.35,1.14e-06
-1.33,8.81e-07
-1.31,8.44e-07
-1.29,8.01e-07
-1.27,7.76e-07
-1.25,7.34e-07
-1.23,7.25e-07
-1.21,6.98e-07
-1.19,6.78e-07
-1.17,6.51e-07
-1.15,6.29e-07
-1.13,6.02e-07
-1.11,5.74e-07
-1.09,5.4e-07
-1.07,5.19e-07
-1.05,4.77e-07
-1.03,4.55e-07
-1.01,4.29e-07
-0.99,4.24e-07
-0.97,3.9e-07
-0.95,3.58e-07
-0.93,3.42e-07
-0.91,3.37e-07
-0.89,3.19e-07
-0.87,3.01e-07
-0.85,2.75e-07
-0.83,2.51e-07
-0.81,2.9e-07
-0.79,2.55e-07
-0.77,2.25e-07
-0.75,2.35e-07
-0.73,2.03e-07
-0.71,1.85e-07
-0.69,1.63e-07
-0.67,1.84e-07
-0.65,1.56e-07
-0.63,1.21e-07
-0.61,9.54e-08
-0.59,7.81e-08
-0.57,8.02e-08
-0.55,7.75e-08
-0.53,7.72e-08
-0.51,6.82e-08
-0.49,6.36e-08
-0.47,5.81e-08
-0.45,4.81e-08
-0.43,3.96e-08
-0.41,4.1e-08
-0.39,3.24e-08
-0.37,2.59e-08
-0.35,2.22e-08
-0.33,1.93e-08
-0.31,1.73e-08
-0.29,1.58e-08
-0.27,1.31e-08
-0.25,1.09e-08
-0.23,9.72e-09
-0.21,8.39e-09
-0.19,7.72e-09
-0.17,6.12e-09
-0.15,4.2e-09
-0.13,3.4e-09
-0.11,2.41e-09
-0.09,1.97e-09
-0.07,1.26e-09
-0.05,9.51e-10
-0.03,5.71e-10
-0.01,3.13e-10
0.01,4.33e-11
0.03,-1.81e-10
0.05,-3.5e-10
0.07,-5.59e-10
0.09,-8.58e-10
0.11,-1.09e-09
0.13,-1.37e-09
0.15,-1.7e-09
